task_idx,cam_strategy,cam_percentage,cam_resolution,cam_threshold,imbalanced_ratio,model_variant,cam_extraction_method,seen_acc,unseen_acc
1,top,100,"(28, 28)",0.5,0.1,baseline,scorecam,29.05,29.05
2,top,100,"(28, 28)",0.5,0.1,baseline,scorecam,28.8,28.8
3,top,100,"(28, 28)",0.5,0.1,baseline,scorecam,30.3,30.3
4,top,100,"(28, 28)",0.5,0.1,baseline,scorecam,32.75,37.4
0,top,100,"(28, 28)",0.5,0.1,deeper_conv,gradcam,27.95,27.95
1,top,100,"(28, 28)",0.5,0.1,deeper_conv,gradcam,28.05,28.05
2,top,100,"(28, 28)",0.5,0.1,deeper_conv,gradcam,31.3,31.3
3,top,100,"(28, 28)",0.5,0.1,deeper_conv,gradcam,32.7,32.7
4,top,100,"(28, 28)",0.5,0.1,deeper_conv,gradcam,29.05,29.6
0,top,100,"(28, 28)",0.5,0.1,deeper_conv,gradcam++,23.2,23.2
1,top,100,"(28, 28)",0.5,0.1,deeper_conv,gradcam++,25.15,25.15
2,top,100,"(28, 28)",0.5,0.1,deeper_conv,gradcam++,27.35,27.35
3,top,100,"(28, 28)",0.5,0.1,deeper_conv,gradcam++,29.45,29.45
4,top,100,"(28, 28)",0.5,0.1,deeper_conv,gradcam++,29.3,28.9
0,top,100,"(28, 28)",0.5,0.1,deeper_conv,scorecam,25.0,25.0
1,top,100,"(28, 28)",0.5,0.1,deeper_conv,scorecam,29.05,29.05
2,top,100,"(28, 28)",0.5,0.1,deeper_conv,scorecam,30.7,30.7
3,top,100,"(28, 28)",0.5,0.1,deeper_conv,scorecam,31.65,31.65
4,top,100,"(28, 28)",0.5,0.1,deeper_conv,scorecam,32.95,38.0
0,top,100,"(28, 28)",0.5,0.1,deeper_conv,gradcam,25.2,25.2
1,top,100,"(28, 28)",0.5,0.1,deeper_conv,gradcam,29.45,29.45
2,top,100,"(28, 28)",0.5,0.1,deeper_conv,gradcam,29.65,29.65
3,top,100,"(28, 28)",0.5,0.1,deeper_conv,gradcam,32.5,32.5
4,top,100,"(28, 28)",0.5,0.1,deeper_conv,gradcam,30.45,29.7
0,top,100,"(28, 28)",0.5,0.1,deeper_conv,gradcam++,26.5,26.5
1,top,100,"(28, 28)",0.5,0.1,deeper_conv,gradcam++,28.25,28.25
2,top,100,"(28, 28)",0.5,0.1,deeper_conv,gradcam++,30.25,30.25
3,top,100,"(28, 28)",0.5,0.1,deeper_conv,gradcam++,32.8,32.8
4,top,100,"(28, 28)",0.5,0.1,deeper_conv,gradcam++,29.0,27.8
0,top,100,"(28, 28)",0.5,0.1,deeper_conv,scorecam,24.1,24.1
1,top,100,"(28, 28)",0.5,0.1,deeper_conv,scorecam,28.4,28.4
2,top,100,"(28, 28)",0.5,0.1,deeper_conv,scorecam,30.7,30.7
3,top,100,"(28, 28)",0.5,0.1,deeper_conv,scorecam,35.3,35.3
4,top,100,"(28, 28)",0.5,0.1,deeper_conv,scorecam,28.95,24.4
0,top,100,"(28, 28)",0.5,0.2,baseline,gradcam,35.25,35.25
1,top,100,"(28, 28)",0.5,0.2,baseline,gradcam,33.95,33.95
2,top,100,"(28, 28)",0.5,0.2,baseline,gradcam,37.2,37.2
3,top,100,"(28, 28)",0.5,0.2,baseline,gradcam,39.85,39.85
4,top,100,"(28, 28)",0.5,0.2,baseline,gradcam,37.5,48.3
0,top,100,"(28, 28)",0.5,0.2,baseline,gradcam++,33.95,33.95
1,top,100,"(28, 28)",0.5,0.2,baseline,gradcam++,39.95,39.95
2,top,100,"(28, 28)",0.5,0.2,baseline,gradcam++,38.5,38.5
3,top,100,"(28, 28)",0.5,0.2,baseline,gradcam++,40.95,40.95
4,top,100,"(28, 28)",0.5,0.2,baseline,gradcam++,36.95,37.6
0,top,100,"(28, 28)",0.5,0.2,baseline,scorecam,35.85,35.85
1,top,100,"(28, 28)",0.5,0.2,baseline,scorecam,38.05,38.05
2,top,100,"(28, 28)",0.5,0.2,baseline,scorecam,39.5,39.5
3,top,100,"(28, 28)",0.5,0.2,baseline,scorecam,37.8,37.8
4,top,100,"(28, 28)",0.5,0.2,baseline,scorecam,40.85,37.4
0,top,100,"(28, 28)",0.5,0.2,baseline,gradcam,31.35,31.35
1,top,100,"(28, 28)",0.5,0.2,baseline,gradcam,35.5,35.5
2,top,100,"(28, 28)",0.5,0.2,baseline,gradcam,39.7,39.7
3,top,100,"(28, 28)",0.5,0.2,baseline,gradcam,40.45,40.45
4,top,100,"(28, 28)",0.5,0.2,baseline,gradcam,40.05,45.7
0,top,100,"(28, 28)",0.5,0.2,baseline,gradcam++,34.2,34.2
1,top,100,"(28, 28)",0.5,0.2,baseline,gradcam++,37.45,37.45
2,top,100,"(28, 28)",0.5,0.2,baseline,gradcam++,39.05,39.05
3,top,100,"(28, 28)",0.5,0.2,baseline,gradcam++,38.9,38.9
4,top,100,"(28, 28)",0.5,0.2,baseline,gradcam++,38.05,35.2
0,top,100,"(28, 28)",0.5,0.2,baseline,scorecam,34.15,34.15
1,top,100,"(28, 28)",0.5,0.2,baseline,scorecam,38.85,38.85
2,top,100,"(28, 28)",0.5,0.2,baseline,scorecam,38.05,38.05
3,top,100,"(28, 28)",0.5,0.2,baseline,scorecam,40.9,40.9
4,top,100,"(28, 28)",0.5,0.2,baseline,scorecam,38.45,35.8
0,top,100,"(28, 28)",0.5,0.2,deeper_conv,gradcam,33.4,33.4
1,top,100,"(28, 28)",0.5,0.2,deeper_conv,gradcam,37.35,37.35
2,top,100,"(28, 28)",0.5,0.2,deeper_conv,gradcam,35.9,35.9
3,top,100,"(28, 28)",0.5,0.2,deeper_conv,gradcam,36.8,36.8
4,top,100,"(28, 28)",0.5,0.2,deeper_conv,gradcam,38.4,40.8
0,top,100,"(28, 28)",0.5,0.2,deeper_conv,gradcam++,34.95,34.95
1,top,100,"(28, 28)",0.5,0.2,deeper_conv,gradcam++,34.7,34.7
2,top,100,"(28, 28)",0.5,0.2,deeper_conv,gradcam++,36.7,36.7
3,top,100,"(28, 28)",0.5,0.2,deeper_conv,gradcam++,39.75,39.75
4,top,100,"(28, 28)",0.5,0.2,deeper_conv,gradcam++,37.05,41.8
0,top,100,"(28, 28)",0.5,0.2,deeper_conv,scorecam,34.85,34.85
1,top,100,"(28, 28)",0.5,0.2,deeper_conv,scorecam,36.4,36.4
2,top,100,"(28, 28)",0.5,0.2,deeper_conv,scorecam,36.8,36.8
3,top,100,"(28, 28)",0.5,0.2,deeper_conv,scorecam,39.65,39.65
4,top,100,"(28, 28)",0.5,0.2,deeper_conv,scorecam,36.85,36.6
0,top,100,"(28, 28)",0.5,0.2,deeper_conv,gradcam,35.6,35.6
1,top,100,"(28, 28)",0.5,0.2,deeper_conv,gradcam,35.2,35.2
2,top,100,"(28, 28)",0.5,0.2,deeper_conv,gradcam,38.6,38.6
3,top,100,"(28, 28)",0.5,0.2,deeper_conv,gradcam,39.5,39.5
4,top,100,"(28, 28)",0.5,0.2,deeper_conv,gradcam,36.45,30.2
0,top,100,"(28, 28)",0.5,0.2,deeper_conv,gradcam++,34.7,34.7
1,top,100,"(28, 28)",0.5,0.2,deeper_conv,gradcam++,38.85,38.85
2,top,100,"(28, 28)",0.5,0.2,deeper_conv,gradcam++,36.4,36.4
3,top,100,"(28, 28)",0.5,0.2,deeper_conv,gradcam++,36.55,36.55
4,top,100,"(28, 28)",0.5,0.2,deeper_conv,gradcam++,36.15,39.2
0,top,100,"(28, 28)",0.5,0.2,deeper_conv,scorecam,36.85,36.85
1,top,100,"(28, 28)",0.5,0.2,deeper_conv,scorecam,37.45,37.45
2,top,100,"(28, 28)",0.5,0.2,deeper_conv,scorecam,37.8,37.8
3,top,100,"(28, 28)",0.5,0.2,deeper_conv,scorecam,41.1,41.1
4,top,100,"(28, 28)",0.5,0.2,deeper_conv,scorecam,40.45,41.1
0,top,100,"(28, 28)",0.5,0.5,baseline,gradcam,41.9,41.9
1,top,100,"(28, 28)",0.5,0.5,baseline,gradcam,49.8,49.8
2,top,100,"(28, 28)",0.5,0.5,baseline,gradcam,48.6,48.6
3,top,100,"(28, 28)",0.5,0.5,baseline,gradcam,48.7,48.7
4,top,100,"(28, 28)",0.5,0.5,baseline,gradcam,49.55,49.8
0,top,100,"(28, 28)",0.5,0.5,baseline,gradcam++,45.15,45.15
1,top,100,"(28, 28)",0.5,0.5,baseline,gradcam++,49.85,49.85
2,top,100,"(28, 28)",0.5,0.5,baseline,gradcam++,48.2,48.2
3,top,100,"(28, 28)",0.5,0.5,baseline,gradcam++,48.15,48.15
4,top,100,"(28, 28)",0.5,0.5,baseline,gradcam++,50.15,53.0
0,top,100,"(28, 28)",0.5,0.5,baseline,scorecam,46.7,46.7
1,top,100,"(28, 28)",0.5,0.5,baseline,scorecam,51.1,51.1
2,top,100,"(28, 28)",0.5,0.5,baseline,scorecam,51.8,51.8
3,top,100,"(28, 28)",0.5,0.5,baseline,scorecam,48.9,48.9
4,top,100,"(28, 28)",0.5,0.5,baseline,scorecam,46.9,50.1
0,top,100,"(28, 28)",0.5,0.5,baseline,gradcam,45.85,45.85
1,top,100,"(28, 28)",0.5,0.5,baseline,gradcam,48.0,48.0
2,top,100,"(28, 28)",0.5,0.5,baseline,gradcam,50.95,50.95
3,top,100,"(28, 28)",0.5,0.5,baseline,gradcam,49.65,49.65
4,top,100,"(28, 28)",0.5,0.5,baseline,gradcam,48.85,51.7
0,top,100,"(28, 28)",0.5,0.5,baseline,gradcam++,47.4,47.4
1,top,100,"(28, 28)",0.5,0.5,baseline,gradcam++,51.95,51.95
2,top,100,"(28, 28)",0.5,0.5,baseline,gradcam++,48.25,48.25
3,top,100,"(28, 28)",0.5,0.5,baseline,gradcam++,48.7,48.7
4,top,100,"(28, 28)",0.5,0.5,baseline,gradcam++,48.05,51.2
0,top,100,"(28, 28)",0.5,0.5,baseline,scorecam,45.1,45.1
1,top,100,"(28, 28)",0.5,0.5,baseline,scorecam,50.15,50.15
2,top,100,"(28, 28)",0.5,0.5,baseline,scorecam,49.0,49.0
3,top,100,"(28, 28)",0.5,0.5,baseline,scorecam,51.35,51.35
4,top,100,"(28, 28)",0.5,0.5,baseline,scorecam,49.8,49.3
0,top,100,"(28, 28)",0.5,0.5,deeper_conv,gradcam,46.1,46.1
1,top,100,"(28, 28)",0.5,0.5,deeper_conv,gradcam,47.3,47.3
2,top,100,"(28, 28)",0.5,0.5,deeper_conv,gradcam,49.3,49.3
3,top,100,"(28, 28)",0.5,0.5,deeper_conv,gradcam,49.7,49.7
4,top,100,"(28, 28)",0.5,0.5,deeper_conv,gradcam,51.45,50.7
0,top,100,"(28, 28)",0.5,0.5,deeper_conv,gradcam++,45.9,45.9
1,top,100,"(28, 28)",0.5,0.5,deeper_conv,gradcam++,49.8,49.8
2,top,100,"(28, 28)",0.5,0.5,deeper_conv,gradcam++,49.4,49.4
3,top,100,"(28, 28)",0.5,0.5,deeper_conv,gradcam++,50.0,50.0
4,top,100,"(28, 28)",0.5,0.5,deeper_conv,gradcam++,48.1,45.4
0,top,100,"(28, 28)",0.5,0.5,deeper_conv,scorecam,44.85,44.85
1,top,100,"(28, 28)",0.5,0.5,deeper_conv,scorecam,51.15,51.15
2,top,100,"(28, 28)",0.5,0.5,deeper_conv,scorecam,50.95,50.95
3,top,100,"(28, 28)",0.5,0.5,deeper_conv,scorecam,46.25,46.25
4,top,100,"(28, 28)",0.5,0.5,deeper_conv,scorecam,48.05,52.4
0,top,100,"(28, 28)",0.5,0.5,deeper_conv,gradcam,46.35,46.35
1,top,100,"(28, 28)",0.5,0.5,deeper_conv,gradcam,50.7,50.7
2,top,100,"(28, 28)",0.5,0.5,deeper_conv,gradcam,47.8,47.8
3,top,100,"(28, 28)",0.5,0.5,deeper_conv,gradcam,47.2,47.2
4,top,100,"(28, 28)",0.5,0.5,deeper_conv,gradcam,49.6,46.3
0,top,100,"(28, 28)",0.5,0.5,deeper_conv,gradcam++,45.4,45.4
1,top,100,"(28, 28)",0.5,0.5,deeper_conv,gradcam++,50.85,50.85
2,top,100,"(28, 28)",0.5,0.5,deeper_conv,gradcam++,50.9,50.9
3,top,100,"(28, 28)",0.5,0.5,deeper_conv,gradcam++,49.25,49.25
4,top,100,"(28, 28)",0.5,0.5,deeper_conv,gradcam++,49.15,48.5
0,top,100,"(28, 28)",0.5,0.5,deeper_conv,scorecam,38.05,38.05
1,top,100,"(28, 28)",0.5,0.5,deeper_conv,scorecam,50.85,50.85
2,top,100,"(28, 28)",0.5,0.5,deeper_conv,scorecam,49.55,49.55
3,top,100,"(28, 28)",0.5,0.5,deeper_conv,scorecam,51.0,51.0
4,top,100,"(28, 28)",0.5,0.5,deeper_conv,scorecam,51.15,52.4
0,top,100,"(28, 28)",0.7,0.1,baseline,gradcam,27.1,27.1
1,top,100,"(28, 28)",0.7,0.1,baseline,gradcam,29.2,29.2
2,top,100,"(28, 28)",0.7,0.1,baseline,gradcam,26.85,26.85
3,top,100,"(28, 28)",0.7,0.1,baseline,gradcam,30.9,30.9
4,top,100,"(28, 28)",0.7,0.1,baseline,gradcam,28.35,31.0
0,top,100,"(28, 28)",0.7,0.1,baseline,gradcam++,26.25,26.25
1,top,100,"(28, 28)",0.7,0.1,baseline,gradcam++,28.75,28.75
2,top,100,"(28, 28)",0.7,0.1,baseline,gradcam++,27.25,27.25
3,top,100,"(28, 28)",0.7,0.1,baseline,gradcam++,34.4,34.4
4,top,100,"(28, 28)",0.7,0.1,baseline,gradcam++,28.25,29.3
0,top,100,"(28, 28)",0.7,0.1,baseline,scorecam,25.95,25.95
1,top,100,"(28, 28)",0.7,0.1,baseline,scorecam,28.6,28.6
2,top,100,"(28, 28)",0.7,0.1,baseline,scorecam,28.55,28.55
3,top,100,"(28, 28)",0.7,0.1,baseline,scorecam,30.75,30.75
4,top,100,"(28, 28)",0.7,0.1,baseline,scorecam,28.05,29.9
0,top,100,"(28, 28)",0.7,0.1,baseline,gradcam,24.35,24.35
1,top,100,"(28, 28)",0.7,0.1,baseline,gradcam,29.9,29.9
2,top,100,"(28, 28)",0.7,0.1,baseline,gradcam,31.4,31.4
3,top,100,"(28, 28)",0.7,0.1,baseline,gradcam,33.8,33.8
4,top,100,"(28, 28)",0.7,0.1,baseline,gradcam,26.65,24.8
0,top,100,"(28, 28)",0.7,0.1,baseline,gradcam++,28.25,28.25
1,top,100,"(28, 28)",0.7,0.1,baseline,gradcam++,27.35,27.35
2,top,100,"(28, 28)",0.7,0.1,baseline,gradcam++,32.85,32.85
3,top,100,"(28, 28)",0.7,0.1,baseline,gradcam++,32.2,32.2
4,top,100,"(28, 28)",0.7,0.1,baseline,gradcam++,30.35,33.9
0,top,100,"(28, 28)",0.7,0.1,baseline,scorecam,24.65,24.65
1,top,100,"(28, 28)",0.7,0.1,baseline,scorecam,26.6,26.6
2,top,100,"(28, 28)",0.7,0.1,baseline,scorecam,30.05,30.05
3,top,100,"(28, 28)",0.7,0.1,baseline,scorecam,34.85,34.85
4,top,100,"(28, 28)",0.7,0.1,baseline,scorecam,28.7,24.0
0,top,100,"(28, 28)",0.7,0.1,deeper_conv,gradcam,28.8,28.8
1,top,100,"(28, 28)",0.7,0.1,deeper_conv,gradcam,26.05,26.05
2,top,100,"(28, 28)",0.7,0.1,deeper_conv,gradcam,29.3,29.3
3,top,100,"(28, 28)",0.7,0.1,deeper_conv,gradcam,30.9,30.9
4,top,100,"(28, 28)",0.7,0.1,deeper_conv,gradcam,25.45,27.8
0,top,100,"(28, 28)",0.7,0.1,deeper_conv,gradcam++,26.15,26.15
1,top,100,"(28, 28)",0.7,0.1,deeper_conv,gradcam++,29.35,29.35
2,top,100,"(28, 28)",0.7,0.1,deeper_conv,gradcam++,30.2,30.2
3,top,100,"(28, 28)",0.7,0.1,deeper_conv,gradcam++,30.35,30.35
4,top,100,"(28, 28)",0.7,0.1,deeper_conv,gradcam++,30.05,32.8
0,top,100,"(28, 28)",0.7,0.1,deeper_conv,scorecam,25.6,25.6
1,top,100,"(28, 28)",0.7,0.1,deeper_conv,scorecam,26.95,26.95
2,top,100,"(28, 28)",0.7,0.1,deeper_conv,scorecam,28.9,28.9
3,top,100,"(28, 28)",0.7,0.1,deeper_conv,scorecam,33.1,33.1
4,top,100,"(28, 28)",0.7,0.1,deeper_conv,scorecam,29.35,32.3
0,top,100,"(28, 28)",0.7,0.1,deeper_conv,gradcam,26.05,26.05
1,top,100,"(28, 28)",0.7,0.1,deeper_conv,gradcam,27.65,27.65
2,top,100,"(28, 28)",0.7,0.1,deeper_conv,gradcam,30.55,30.55
3,top,100,"(28, 28)",0.7,0.1,deeper_conv,gradcam,31.15,31.15
4,top,100,"(28, 28)",0.7,0.1,deeper_conv,gradcam,28.5,26.0
0,top,100,"(28, 28)",0.7,0.1,deeper_conv,gradcam++,22.65,22.65
1,top,100,"(28, 28)",0.7,0.1,deeper_conv,gradcam++,27.0,27.0
2,top,100,"(28, 28)",0.7,0.1,deeper_conv,gradcam++,31.3,31.3
3,top,100,"(28, 28)",0.7,0.1,deeper_conv,gradcam++,32.95,32.95
4,top,100,"(28, 28)",0.7,0.1,deeper_conv,gradcam++,29.6,22.9
0,top,100,"(28, 28)",0.7,0.1,deeper_conv,scorecam,27.05,27.05
1,top,100,"(28, 28)",0.7,0.1,deeper_conv,scorecam,24.8,24.8
2,top,100,"(28, 28)",0.7,0.1,deeper_conv,scorecam,28.15,28.15
3,top,100,"(28, 28)",0.7,0.1,deeper_conv,scorecam,31.25,31.25
4,top,100,"(28, 28)",0.7,0.1,deeper_conv,scorecam,30.15,26.9
0,top,100,"(28, 28)",0.7,0.2,baseline,gradcam,34.55,34.55
1,top,100,"(28, 28)",0.7,0.2,baseline,gradcam,40.05,40.05
2,top,100,"(28, 28)",0.7,0.2,baseline,gradcam,36.45,36.45
3,top,100,"(28, 28)",0.7,0.2,baseline,gradcam,39.9,39.9
4,top,100,"(28, 28)",0.7,0.2,baseline,gradcam,37.7,42.7
0,top,100,"(28, 28)",0.7,0.2,baseline,gradcam++,33.0,33.0
1,top,100,"(28, 28)",0.7,0.2,baseline,gradcam++,36.2,36.2
2,top,100,"(28, 28)",0.7,0.2,baseline,gradcam++,38.8,38.8
3,top,100,"(28, 28)",0.7,0.2,baseline,gradcam++,41.15,41.15
4,top,100,"(28, 28)",0.7,0.2,baseline,gradcam++,39.0,39.5
0,top,100,"(28, 28)",0.7,0.2,baseline,scorecam,33.45,33.45
1,top,100,"(28, 28)",0.7,0.2,baseline,scorecam,36.35,36.35
2,top,100,"(28, 28)",0.7,0.2,baseline,scorecam,37.2,37.2
3,top,100,"(28, 28)",0.7,0.2,baseline,scorecam,42.1,42.1
4,top,100,"(28, 28)",0.7,0.2,baseline,scorecam,36.75,39.1
0,top,100,"(28, 28)",0.7,0.2,baseline,gradcam,35.35,35.35
1,top,100,"(28, 28)",0.7,0.2,baseline,gradcam,36.15,36.15
2,top,100,"(28, 28)",0.7,0.2,baseline,gradcam,38.4,38.4
3,top,100,"(28, 28)",0.7,0.2,baseline,gradcam,39.5,39.5
4,top,100,"(28, 28)",0.7,0.2,baseline,gradcam,38.2,38.5
0,top,100,"(28, 28)",0.7,0.2,baseline,gradcam++,35.25,35.25
1,top,100,"(28, 28)",0.7,0.2,baseline,gradcam++,36.75,36.75
2,top,100,"(28, 28)",0.7,0.2,baseline,gradcam++,38.9,38.9
3,top,100,"(28, 28)",0.7,0.2,baseline,gradcam++,42.35,42.35
4,top,100,"(28, 28)",0.7,0.2,baseline,gradcam++,40.5,43.6
0,top,100,"(28, 28)",0.7,0.2,baseline,scorecam,32.85,32.85
1,top,100,"(28, 28)",0.7,0.2,baseline,scorecam,35.3,35.3
2,top,100,"(28, 28)",0.7,0.2,baseline,scorecam,36.8,36.8
3,top,100,"(28, 28)",0.7,0.2,baseline,scorecam,40.05,40.05
4,top,100,"(28, 28)",0.7,0.2,baseline,scorecam,38.75,42.2
0,top,100,"(28, 28)",0.7,0.2,deeper_conv,gradcam,33.15,33.15
1,top,100,"(28, 28)",0.7,0.2,deeper_conv,gradcam,39.1,39.1
2,top,100,"(28, 28)",0.7,0.2,deeper_conv,gradcam,37.15,37.15
3,top,100,"(28, 28)",0.7,0.2,deeper_conv,gradcam,38.6,38.6
4,top,100,"(28, 28)",0.7,0.2,deeper_conv,gradcam,37.5,34.9
0,top,100,"(28, 28)",0.7,0.2,deeper_conv,gradcam++,37.2,37.2
1,top,100,"(28, 28)",0.7,0.2,deeper_conv,gradcam++,38.75,38.75
2,top,100,"(28, 28)",0.7,0.2,deeper_conv,gradcam++,34.75,34.75
3,top,100,"(28, 28)",0.7,0.2,deeper_conv,gradcam++,43.2,43.2
4,top,100,"(28, 28)",0.7,0.2,deeper_conv,gradcam++,38.2,39.3
0,top,100,"(28, 28)",0.7,0.2,deeper_conv,scorecam,31.95,31.95
1,top,100,"(28, 28)",0.7,0.2,deeper_conv,scorecam,39.4,39.4
2,top,100,"(28, 28)",0.7,0.2,deeper_conv,scorecam,35.05,35.05
3,top,100,"(28, 28)",0.7,0.2,deeper_conv,scorecam,41.8,41.8
4,top,100,"(28, 28)",0.7,0.2,deeper_conv,scorecam,39.4,38.1
0,top,100,"(28, 28)",0.7,0.2,deeper_conv,gradcam,33.5,33.5
1,top,100,"(28, 28)",0.7,0.2,deeper_conv,gradcam,36.5,36.5
2,top,100,"(28, 28)",0.7,0.2,deeper_conv,gradcam,40.0,40.0
3,top,100,"(28, 28)",0.7,0.2,deeper_conv,gradcam,36.95,36.95
4,top,100,"(28, 28)",0.7,0.2,deeper_conv,gradcam,33.55,33.8
0,top,100,"(28, 28)",0.7,0.2,deeper_conv,gradcam++,30.85,30.85
1,top,100,"(28, 28)",0.7,0.2,deeper_conv,gradcam++,35.2,35.2
2,top,100,"(28, 28)",0.7,0.2,deeper_conv,gradcam++,38.55,38.55
3,top,100,"(28, 28)",0.7,0.2,deeper_conv,gradcam++,40.2,40.2
4,top,100,"(28, 28)",0.7,0.2,deeper_conv,gradcam++,36.45,31.8
0,top,100,"(28, 28)",0.7,0.2,deeper_conv,scorecam,35.8,35.8
1,top,100,"(28, 28)",0.7,0.2,deeper_conv,scorecam,36.6,36.6
2,top,100,"(28, 28)",0.7,0.2,deeper_conv,scorecam,39.1,39.1
3,top,100,"(28, 28)",0.7,0.2,deeper_conv,scorecam,37.0,37.0
4,top,100,"(28, 28)",0.7,0.2,deeper_conv,scorecam,38.25,38.5
0,top,100,"(28, 28)",0.7,0.5,baseline,gradcam,47.3,47.3
1,top,100,"(28, 28)",0.7,0.5,baseline,gradcam,50.65,50.65
2,top,100,"(28, 28)",0.7,0.5,baseline,gradcam,49.55,49.55
3,top,100,"(28, 28)",0.7,0.5,baseline,gradcam,48.85,48.85
4,top,100,"(28, 28)",0.7,0.5,baseline,gradcam,50.05,52.5
0,top,100,"(28, 28)",0.7,0.5,baseline,gradcam++,46.45,46.45
1,top,100,"(28, 28)",0.7,0.5,baseline,gradcam++,51.45,51.45
2,top,100,"(28, 28)",0.7,0.5,baseline,gradcam++,51.65,51.65
3,top,100,"(28, 28)",0.7,0.5,baseline,gradcam++,47.9,47.9
4,top,100,"(28, 28)",0.7,0.5,baseline,gradcam++,50.3,53.5
0,top,100,"(28, 28)",0.7,0.5,baseline,scorecam,45.65,45.65
1,top,100,"(28, 28)",0.7,0.5,baseline,scorecam,48.65,48.65
2,top,100,"(28, 28)",0.7,0.5,baseline,scorecam,48.45,48.45
3,top,100,"(28, 28)",0.7,0.5,baseline,scorecam,47.45,47.45
4,top,100,"(28, 28)",0.7,0.5,baseline,scorecam,48.2,45.9
0,top,100,"(28, 28)",0.7,0.5,baseline,gradcam,45.35,45.35
1,top,100,"(28, 28)",0.7,0.5,baseline,gradcam,50.9,50.9
2,top,100,"(28, 28)",0.7,0.5,baseline,gradcam,48.8,48.8
3,top,100,"(28, 28)",0.7,0.5,baseline,gradcam,48.4,48.4
4,top,100,"(28, 28)",0.7,0.5,baseline,gradcam,42.4,40.4
0,top,100,"(28, 28)",0.7,0.5,baseline,gradcam++,46.15,46.15
1,top,100,"(28, 28)",0.7,0.5,baseline,gradcam++,49.1,49.1
2,top,100,"(28, 28)",0.7,0.5,baseline,gradcam++,49.0,49.0
3,top,100,"(28, 28)",0.7,0.5,baseline,gradcam++,48.6,48.6
4,top,100,"(28, 28)",0.7,0.5,baseline,gradcam++,48.5,50.5
0,top,100,"(28, 28)",0.7,0.5,baseline,scorecam,43.55,43.55
1,top,100,"(28, 28)",0.7,0.5,baseline,scorecam,48.25,48.25
2,top,100,"(28, 28)",0.7,0.5,baseline,scorecam,50.95,50.95
3,top,100,"(28, 28)",0.7,0.5,baseline,scorecam,50.15,50.15
4,top,100,"(28, 28)",0.7,0.5,baseline,scorecam,48.55,44.9
0,top,100,"(28, 28)",0.7,0.5,deeper_conv,gradcam,46.4,46.4
1,top,100,"(28, 28)",0.7,0.5,deeper_conv,gradcam,48.35,48.35
2,top,100,"(28, 28)",0.7,0.5,deeper_conv,gradcam,48.85,48.85
3,top,100,"(28, 28)",0.7,0.5,deeper_conv,gradcam,50.9,50.9
4,top,100,"(28, 28)",0.7,0.5,deeper_conv,gradcam,44.8,43.4
0,top,100,"(28, 28)",0.7,0.5,deeper_conv,gradcam++,44.5,44.5
1,top,100,"(28, 28)",0.7,0.5,deeper_conv,gradcam++,48.25,48.25
2,top,100,"(28, 28)",0.7,0.5,deeper_conv,gradcam++,50.2,50.2
3,top,100,"(28, 28)",0.7,0.5,deeper_conv,gradcam++,47.55,47.55
4,top,100,"(28, 28)",0.7,0.5,deeper_conv,gradcam++,49.25,46.8
0,top,100,"(28, 28)",0.7,0.5,deeper_conv,scorecam,44.55,44.55
1,top,100,"(28, 28)",0.7,0.5,deeper_conv,scorecam,49.95,49.95
2,top,100,"(28, 28)",0.7,0.5,deeper_conv,scorecam,49.1,49.1
3,top,100,"(28, 28)",0.7,0.5,deeper_conv,scorecam,49.65,49.65
4,top,100,"(28, 28)",0.7,0.5,deeper_conv,scorecam,50.75,48.6
0,top,100,"(28, 28)",0.7,0.5,deeper_conv,gradcam,43.5,43.5
1,top,100,"(28, 28)",0.7,0.5,deeper_conv,gradcam,48.55,48.55
2,top,100,"(28, 28)",0.7,0.5,deeper_conv,gradcam,47.5,47.5
3,top,100,"(28, 28)",0.7,0.5,deeper_conv,gradcam,49.25,49.25
4,top,100,"(28, 28)",0.7,0.5,deeper_conv,gradcam,49.55,51.1
0,top,100,"(28, 28)",0.7,0.5,deeper_conv,gradcam++,45.9,45.9
1,top,100,"(28, 28)",0.7,0.5,deeper_conv,gradcam++,50.1,50.1
2,top,100,"(28, 28)",0.7,0.5,deeper_conv,gradcam++,47.7,47.7
3,top,100,"(28, 28)",0.7,0.5,deeper_conv,gradcam++,50.15,50.15
4,top,100,"(28, 28)",0.7,0.5,deeper_conv,gradcam++,50.0,53.0
0,top,100,"(28, 28)",0.7,0.5,deeper_conv,scorecam,48.95,48.95
1,top,100,"(28, 28)",0.7,0.5,deeper_conv,scorecam,51.2,51.2
2,top,100,"(28, 28)",0.7,0.5,deeper_conv,scorecam,49.0,49.0
3,top,100,"(28, 28)",0.7,0.5,deeper_conv,scorecam,49.55,49.55
4,top,100,"(28, 28)",0.7,0.5,deeper_conv,scorecam,49.9,51.5
0,lowest,25,"(7, 7)",,0.1,baseline,gradcam,27.45,27.45
1,lowest,25,"(7, 7)",,0.1,baseline,gradcam,27.8,27.8
2,lowest,25,"(7, 7)",,0.1,baseline,gradcam,26.55,26.55
3,lowest,25,"(7, 7)",,0.1,baseline,gradcam,33.15,33.15
4,lowest,25,"(7, 7)",,0.1,baseline,gradcam,22.4,17.8
0,lowest,25,"(7, 7)",,0.1,baseline,gradcam++,25.5,25.5
