task_idx,cam_strategy,cam_percentage,cam_resolution,cam_threshold,imbalanced_ratio,model_variant,cam_extraction_method,seen_acc,unseen_acc
0,lowest,75,"(14, 14)",,0.1,baseline,gradcam++,25.95,25.95
1,lowest,75,"(14, 14)",,0.1,baseline,gradcam++,29.7,29.7
2,lowest,75,"(14, 14)",,0.1,baseline,gradcam++,30.85,30.85
3,lowest,75,"(14, 14)",,0.1,baseline,gradcam++,29.75,29.75
4,lowest,75,"(14, 14)",,0.1,baseline,gradcam++,27.4,24.3
0,lowest,75,"(14, 14)",,0.1,baseline,scorecam,27.7,27.7
1,lowest,75,"(14, 14)",,0.1,baseline,scorecam,26.2,26.2
2,lowest,75,"(14, 14)",,0.1,baseline,scorecam,29.1,29.1
3,lowest,75,"(14, 14)",,0.1,baseline,scorecam,31.85,31.85
4,lowest,75,"(14, 14)",,0.1,baseline,scorecam,25.95,30.3
0,lowest,75,"(14, 14)",,0.1,deeper_conv,gradcam,28.85,28.85
1,lowest,75,"(14, 14)",,0.1,deeper_conv,gradcam,24.5,24.5
2,lowest,75,"(14, 14)",,0.1,deeper_conv,gradcam,31.3,31.3
3,lowest,75,"(14, 14)",,0.1,deeper_conv,gradcam,33.8,33.8
4,lowest,75,"(14, 14)",,0.1,deeper_conv,gradcam,30.6,26.0
0,lowest,75,"(14, 14)",,0.1,deeper_conv,gradcam++,24.75,24.75
1,lowest,75,"(14, 14)",,0.1,deeper_conv,gradcam++,25.15,25.15
2,lowest,75,"(14, 14)",,0.1,deeper_conv,gradcam++,29.4,29.4
3,lowest,75,"(14, 14)",,0.1,deeper_conv,gradcam++,31.85,31.85
4,lowest,75,"(14, 14)",,0.1,deeper_conv,gradcam++,30.15,35.5
0,lowest,75,"(14, 14)",,0.1,deeper_conv,scorecam,25.9,25.9
1,lowest,75,"(14, 14)",,0.1,deeper_conv,scorecam,29.35,29.35
2,lowest,75,"(14, 14)",,0.1,deeper_conv,scorecam,32.7,32.7
3,lowest,75,"(14, 14)",,0.1,deeper_conv,scorecam,31.85,31.85
4,lowest,75,"(14, 14)",,0.1,deeper_conv,scorecam,27.0,25.4
0,lowest,75,"(14, 14)",,0.1,deeper_conv,gradcam,27.5,27.5
1,lowest,75,"(14, 14)",,0.1,deeper_conv,gradcam,30.7,30.7
2,lowest,75,"(14, 14)",,0.1,deeper_conv,gradcam,28.15,28.15
3,lowest,75,"(14, 14)",,0.1,deeper_conv,gradcam,32.65,32.65
4,lowest,75,"(14, 14)",,0.1,deeper_conv,gradcam,29.75,28.0
0,lowest,75,"(14, 14)",,0.1,deeper_conv,gradcam++,28.85,28.85
1,lowest,75,"(14, 14)",,0.1,deeper_conv,gradcam++,25.65,25.65
2,lowest,75,"(14, 14)",,0.1,deeper_conv,gradcam++,29.3,29.3
3,lowest,75,"(14, 14)",,0.1,deeper_conv,gradcam++,30.2,30.2
4,lowest,75,"(14, 14)",,0.1,deeper_conv,gradcam++,28.85,24.1
0,lowest,75,"(14, 14)",,0.1,deeper_conv,scorecam,28.75,28.75
1,lowest,75,"(14, 14)",,0.1,deeper_conv,scorecam,28.2,28.2
2,lowest,75,"(14, 14)",,0.1,deeper_conv,scorecam,26.85,26.85
3,lowest,75,"(14, 14)",,0.1,deeper_conv,scorecam,28.85,28.85
4,lowest,75,"(14, 14)",,0.1,deeper_conv,scorecam,26.5,21.3
0,lowest,75,"(14, 14)",,0.2,baseline,gradcam,30.15,30.15
1,lowest,75,"(14, 14)",,0.2,baseline,gradcam,35.2,35.2
2,lowest,75,"(14, 14)",,0.2,baseline,gradcam,38.9,38.9
3,lowest,75,"(14, 14)",,0.2,baseline,gradcam,40.6,40.6
4,lowest,75,"(14, 14)",,0.2,baseline,gradcam,37.55,38.4
0,lowest,75,"(14, 14)",,0.2,baseline,gradcam++,30.15,30.15
1,lowest,75,"(14, 14)",,0.2,baseline,gradcam++,35.35,35.35
2,lowest,75,"(14, 14)",,0.2,baseline,gradcam++,35.35,35.35
3,lowest,75,"(14, 14)",,0.2,baseline,gradcam++,41.6,41.6
4,lowest,75,"(14, 14)",,0.2,baseline,gradcam++,36.8,34.5
0,lowest,75,"(14, 14)",,0.2,baseline,scorecam,35.55,35.55
1,lowest,75,"(14, 14)",,0.2,baseline,scorecam,35.6,35.6
2,lowest,75,"(14, 14)",,0.2,baseline,scorecam,40.75,40.75
3,lowest,75,"(14, 14)",,0.2,baseline,scorecam,39.7,39.7
4,lowest,75,"(14, 14)",,0.2,baseline,scorecam,39.8,39.7
0,lowest,75,"(14, 14)",,0.2,baseline,gradcam,36.3,36.3
1,lowest,75,"(14, 14)",,0.2,baseline,gradcam,36.75,36.75
2,lowest,75,"(14, 14)",,0.2,baseline,gradcam,39.2,39.2
3,lowest,75,"(14, 14)",,0.2,baseline,gradcam,39.75,39.75
4,lowest,75,"(14, 14)",,0.2,baseline,gradcam,35.25,39.0
0,lowest,75,"(14, 14)",,0.2,baseline,gradcam++,33.5,33.5
1,lowest,75,"(14, 14)",,0.2,baseline,gradcam++,37.3,37.3
2,lowest,75,"(14, 14)",,0.2,baseline,gradcam++,37.55,37.55
3,lowest,75,"(14, 14)",,0.2,baseline,gradcam++,39.2,39.2
4,lowest,75,"(14, 14)",,0.2,baseline,gradcam++,36.1,31.6
0,lowest,75,"(14, 14)",,0.2,baseline,scorecam,32.55,32.55
1,lowest,75,"(14, 14)",,0.2,baseline,scorecam,37.8,37.8
2,lowest,75,"(14, 14)",,0.2,baseline,scorecam,38.8,38.8
3,lowest,75,"(14, 14)",,0.2,baseline,scorecam,38.95,38.95
4,lowest,75,"(14, 14)",,0.2,baseline,scorecam,38.5,35.4
0,lowest,75,"(14, 14)",,0.2,deeper_conv,gradcam,33.0,33.0
1,lowest,75,"(14, 14)",,0.2,deeper_conv,gradcam,39.1,39.1
2,lowest,75,"(14, 14)",,0.2,deeper_conv,gradcam,35.6,35.6
3,lowest,75,"(14, 14)",,0.2,deeper_conv,gradcam,41.85,41.85
4,lowest,75,"(14, 14)",,0.2,deeper_conv,gradcam,37.55,36.7
0,lowest,75,"(14, 14)",,0.2,deeper_conv,gradcam++,34.25,34.25
1,lowest,75,"(14, 14)",,0.2,deeper_conv,gradcam++,36.7,36.7
2,lowest,75,"(14, 14)",,0.2,deeper_conv,gradcam++,38.9,38.9
3,lowest,75,"(14, 14)",,0.2,deeper_conv,gradcam++,37.9,37.9
4,lowest,75,"(14, 14)",,0.2,deeper_conv,gradcam++,38.6,41.2
0,lowest,75,"(14, 14)",,0.2,deeper_conv,scorecam,33.75,33.75
1,lowest,75,"(14, 14)",,0.2,deeper_conv,scorecam,36.7,36.7
2,lowest,75,"(14, 14)",,0.2,deeper_conv,scorecam,36.5,36.5
3,lowest,75,"(14, 14)",,0.2,deeper_conv,scorecam,40.05,40.05
4,lowest,75,"(14, 14)",,0.2,deeper_conv,scorecam,38.35,42.6
0,lowest,75,"(14, 14)",,0.2,deeper_conv,gradcam,34.25,34.25
1,lowest,75,"(14, 14)",,0.2,deeper_conv,gradcam,36.3,36.3
2,lowest,75,"(14, 14)",,0.2,deeper_conv,gradcam,37.05,37.05
3,lowest,75,"(14, 14)",,0.2,deeper_conv,gradcam,39.65,39.65
4,lowest,75,"(14, 14)",,0.2,deeper_conv,gradcam,37.7,37.7
0,lowest,75,"(14, 14)",,0.2,deeper_conv,gradcam++,32.85,32.85
1,lowest,75,"(14, 14)",,0.2,deeper_conv,gradcam++,35.95,35.95
2,lowest,75,"(14, 14)",,0.2,deeper_conv,gradcam++,38.6,38.6
3,lowest,75,"(14, 14)",,0.2,deeper_conv,gradcam++,41.45,41.45
4,lowest,75,"(14, 14)",,0.2,deeper_conv,gradcam++,36.1,38.3
0,lowest,75,"(14, 14)",,0.2,deeper_conv,scorecam,31.05,31.05
1,lowest,75,"(14, 14)",,0.2,deeper_conv,scorecam,37.3,37.3
2,lowest,75,"(14, 14)",,0.2,deeper_conv,scorecam,38.05,38.05
3,lowest,75,"(14, 14)",,0.2,deeper_conv,scorecam,41.55,41.55
4,lowest,75,"(14, 14)",,0.2,deeper_conv,scorecam,37.45,41.5
0,lowest,75,"(14, 14)",,0.5,baseline,gradcam,47.35,47.35
1,lowest,75,"(14, 14)",,0.5,baseline,gradcam,51.25,51.25
2,lowest,75,"(14, 14)",,0.5,baseline,gradcam,49.65,49.65
3,lowest,75,"(14, 14)",,0.5,baseline,gradcam,49.1,49.1
4,lowest,75,"(14, 14)",,0.5,baseline,gradcam,49.75,51.0
0,lowest,75,"(14, 14)",,0.5,baseline,gradcam++,47.85,47.85
1,lowest,75,"(14, 14)",,0.5,baseline,gradcam++,50.0,50.0
2,lowest,75,"(14, 14)",,0.5,baseline,gradcam++,47.55,47.55
3,lowest,75,"(14, 14)",,0.5,baseline,gradcam++,50.1,50.1
4,lowest,75,"(14, 14)",,0.5,baseline,gradcam++,50.55,49.5
0,lowest,75,"(14, 14)",,0.5,baseline,scorecam,43.6,43.6
1,lowest,75,"(14, 14)",,0.5,baseline,scorecam,49.85,49.85
2,lowest,75,"(14, 14)",,0.5,baseline,scorecam,47.9,47.9
3,lowest,75,"(14, 14)",,0.5,baseline,scorecam,50.35,50.35
4,lowest,75,"(14, 14)",,0.5,baseline,scorecam,49.1,51.5
0,lowest,75,"(14, 14)",,0.5,baseline,gradcam,46.25,46.25
1,lowest,75,"(14, 14)",,0.5,baseline,gradcam,50.0,50.0
2,lowest,75,"(14, 14)",,0.5,baseline,gradcam,50.25,50.25
3,lowest,75,"(14, 14)",,0.5,baseline,gradcam,48.65,48.65
4,lowest,75,"(14, 14)",,0.5,baseline,gradcam,48.7,44.9
0,lowest,75,"(14, 14)",,0.5,baseline,gradcam++,42.35,42.35
1,lowest,75,"(14, 14)",,0.5,baseline,gradcam++,50.0,50.0
2,lowest,75,"(14, 14)",,0.5,baseline,gradcam++,48.95,48.95
3,lowest,75,"(14, 14)",,0.5,baseline,gradcam++,50.5,50.5
4,lowest,75,"(14, 14)",,0.5,baseline,gradcam++,48.45,46.6
0,lowest,75,"(14, 14)",,0.5,baseline,scorecam,44.15,44.15
1,lowest,75,"(14, 14)",,0.5,baseline,scorecam,50.75,50.75
2,lowest,75,"(14, 14)",,0.5,baseline,scorecam,46.65,46.65
3,lowest,75,"(14, 14)",,0.5,baseline,scorecam,49.1,49.1
4,lowest,75,"(14, 14)",,0.5,baseline,scorecam,50.25,47.7
0,lowest,75,"(14, 14)",,0.5,deeper_conv,gradcam,45.5,45.5
1,lowest,75,"(14, 14)",,0.5,deeper_conv,gradcam,51.45,51.45
2,lowest,75,"(14, 14)",,0.5,deeper_conv,gradcam,43.25,43.25
3,lowest,75,"(14, 14)",,0.5,deeper_conv,gradcam,51.3,51.3
4,lowest,75,"(14, 14)",,0.5,deeper_conv,gradcam,50.05,55.0
0,lowest,75,"(14, 14)",,0.5,deeper_conv,gradcam++,43.9,43.9
1,lowest,75,"(14, 14)",,0.5,deeper_conv,gradcam++,49.95,49.95
2,lowest,75,"(14, 14)",,0.5,deeper_conv,gradcam++,49.6,49.6
3,lowest,75,"(14, 14)",,0.5,deeper_conv,gradcam++,49.8,49.8
4,lowest,75,"(14, 14)",,0.5,deeper_conv,gradcam++,48.45,48.7
0,lowest,75,"(14, 14)",,0.5,deeper_conv,scorecam,43.45,43.45
1,lowest,75,"(14, 14)",,0.5,deeper_conv,scorecam,52.25,52.25
2,lowest,75,"(14, 14)",,0.5,deeper_conv,scorecam,50.4,50.4
3,lowest,75,"(14, 14)",,0.5,deeper_conv,scorecam,50.5,50.5
4,lowest,75,"(14, 14)",,0.5,deeper_conv,scorecam,49.25,50.5
0,lowest,75,"(14, 14)",,0.5,deeper_conv,gradcam,44.2,44.2
1,lowest,75,"(14, 14)",,0.5,deeper_conv,gradcam,49.95,49.95
2,lowest,75,"(14, 14)",,0.5,deeper_conv,gradcam,45.85,45.85
3,lowest,75,"(14, 14)",,0.5,deeper_conv,gradcam,51.45,51.45
4,lowest,75,"(14, 14)",,0.5,deeper_conv,gradcam,48.6,46.1
0,lowest,75,"(14, 14)",,0.5,deeper_conv,gradcam++,46.35,46.35
1,lowest,75,"(14, 14)",,0.5,deeper_conv,gradcam++,50.45,50.45
2,lowest,75,"(14, 14)",,0.5,deeper_conv,gradcam++,51.2,51.2
3,lowest,75,"(14, 14)",,0.5,deeper_conv,gradcam++,49.6,49.6
4,lowest,75,"(14, 14)",,0.5,deeper_conv,gradcam++,47.55,46.8
0,lowest,75,"(14, 14)",,0.5,deeper_conv,scorecam,47.55,47.55
1,lowest,75,"(14, 14)",,0.5,deeper_conv,scorecam,48.3,48.3
2,lowest,75,"(14, 14)",,0.5,deeper_conv,scorecam,50.65,50.65
3,lowest,75,"(14, 14)",,0.5,deeper_conv,scorecam,49.05,49.05
4,lowest,75,"(14, 14)",,0.5,deeper_conv,scorecam,47.15,49.7
0,lowest,75,"(14, 14)",0.3,0.1,baseline,gradcam,20.1,20.1
1,lowest,75,"(14, 14)",0.3,0.1,baseline,gradcam,29.1,29.1
2,lowest,75,"(14, 14)",0.3,0.1,baseline,gradcam,28.65,28.65
3,lowest,75,"(14, 14)",0.3,0.1,baseline,gradcam,32.4,32.4
4,lowest,75,"(14, 14)",0.3,0.1,baseline,gradcam,27.5,24.6
0,lowest,75,"(14, 14)",0.3,0.1,baseline,gradcam++,26.5,26.5
1,lowest,75,"(14, 14)",0.3,0.1,baseline,gradcam++,25.7,25.7
2,lowest,75,"(14, 14)",0.3,0.1,baseline,gradcam++,29.1,29.1
3,lowest,75,"(14, 14)",0.3,0.1,baseline,gradcam++,32.3,32.3
4,lowest,75,"(14, 14)",0.3,0.1,baseline,gradcam++,25.7,28.4
0,lowest,75,"(14, 14)",0.3,0.1,baseline,scorecam,27.15,27.15
1,lowest,75,"(14, 14)",0.3,0.1,baseline,scorecam,25.95,25.95
2,lowest,75,"(14, 14)",0.3,0.1,baseline,scorecam,32.1,32.1
3,lowest,75,"(14, 14)",0.3,0.1,baseline,scorecam,31.95,31.95
4,lowest,75,"(14, 14)",0.3,0.1,baseline,scorecam,32.3,35.2
0,lowest,75,"(14, 14)",0.3,0.1,baseline,gradcam,25.95,25.95
1,lowest,75,"(14, 14)",0.3,0.1,baseline,gradcam,25.85,25.85
2,lowest,75,"(14, 14)",0.3,0.1,baseline,gradcam,29.2,29.2
3,lowest,75,"(14, 14)",0.3,0.1,baseline,gradcam,32.9,32.9
4,lowest,75,"(14, 14)",0.3,0.1,baseline,gradcam,28.85,20.9
0,lowest,75,"(14, 14)",0.3,0.1,baseline,gradcam++,28.05,28.05
1,lowest,75,"(14, 14)",0.3,0.1,baseline,gradcam++,28.6,28.6
2,lowest,75,"(14, 14)",0.3,0.1,baseline,gradcam++,28.75,28.75
3,lowest,75,"(14, 14)",0.3,0.1,baseline,gradcam++,32.1,32.1
4,lowest,75,"(14, 14)",0.3,0.1,baseline,gradcam++,26.5,21.8
0,lowest,75,"(14, 14)",0.3,0.1,baseline,scorecam,26.45,26.45
1,lowest,75,"(14, 14)",0.3,0.1,baseline,scorecam,26.45,26.45
2,lowest,75,"(14, 14)",0.3,0.1,baseline,scorecam,33.15,33.15
3,lowest,75,"(14, 14)",0.3,0.1,baseline,scorecam,29.3,29.3
4,lowest,75,"(14, 14)",0.3,0.1,baseline,scorecam,28.65,28.9
0,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,gradcam,26.15,26.15
1,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,gradcam,31.75,31.75
2,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,gradcam,28.6,28.6
3,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,gradcam,33.95,33.95
4,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,gradcam,26.45,24.2
0,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,gradcam++,26.15,26.15
1,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,gradcam++,28.4,28.4
2,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,gradcam++,33.55,33.55
3,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,gradcam++,28.5,28.5
4,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,gradcam++,28.05,25.0
0,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,scorecam,27.1,27.1
1,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,scorecam,27.65,27.65
2,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,scorecam,27.4,27.4
3,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,scorecam,32.35,32.35
4,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,scorecam,33.7,33.2
0,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,gradcam,24.8,24.8
1,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,gradcam,30.95,30.95
2,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,gradcam,31.25,31.25
3,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,gradcam,30.6,30.6
4,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,gradcam,23.6,28.0
0,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,gradcam++,28.95,28.95
1,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,gradcam++,25.35,25.35
2,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,gradcam++,29.9,29.9
3,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,gradcam++,27.9,27.9
4,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,gradcam++,28.75,31.8
0,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,scorecam,23.3,23.3
1,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,scorecam,28.3,28.3
2,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,scorecam,32.15,32.15
3,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,scorecam,34.15,34.15
4,lowest,75,"(14, 14)",0.3,0.1,deeper_conv,scorecam,30.4,28.8
0,lowest,75,"(14, 14)",0.3,0.2,baseline,gradcam,31.0,31.0
1,lowest,75,"(14, 14)",0.3,0.2,baseline,gradcam,35.45,35.45
2,lowest,75,"(14, 14)",0.3,0.2,baseline,gradcam,36.8,36.8
3,lowest,75,"(14, 14)",0.3,0.2,baseline,gradcam,38.9,38.9
4,lowest,75,"(14, 14)",0.3,0.2,baseline,gradcam,37.75,42.9
0,lowest,75,"(14, 14)",0.3,0.2,baseline,gradcam++,36.2,36.2
1,lowest,75,"(14, 14)",0.3,0.2,baseline,gradcam++,36.35,36.35
2,lowest,75,"(14, 14)",0.3,0.2,baseline,gradcam++,37.35,37.35
3,lowest,75,"(14, 14)",0.3,0.2,baseline,gradcam++,39.25,39.25
4,lowest,75,"(14, 14)",0.3,0.2,baseline,gradcam++,34.1,35.9
0,lowest,75,"(14, 14)",0.3,0.2,baseline,scorecam,35.35,35.35
1,lowest,75,"(14, 14)",0.3,0.2,baseline,scorecam,39.15,39.15
2,lowest,75,"(14, 14)",0.3,0.2,baseline,scorecam,38.1,38.1
3,lowest,75,"(14, 14)",0.3,0.2,baseline,scorecam,38.05,38.05
4,lowest,75,"(14, 14)",0.3,0.2,baseline,scorecam,38.05,41.5
0,lowest,75,"(14, 14)",0.3,0.2,baseline,gradcam,35.1,35.1
1,lowest,75,"(14, 14)",0.3,0.2,baseline,gradcam,37.05,37.05
2,lowest,75,"(14, 14)",0.3,0.2,baseline,gradcam,38.5,38.5
3,lowest,75,"(14, 14)",0.3,0.2,baseline,gradcam,38.7,38.7
4,lowest,75,"(14, 14)",0.3,0.2,baseline,gradcam,39.15,33.8
0,lowest,75,"(14, 14)",0.3,0.2,baseline,gradcam++,34.7,34.7
1,lowest,75,"(14, 14)",0.3,0.2,baseline,gradcam++,33.75,33.75
2,lowest,75,"(14, 14)",0.3,0.2,baseline,gradcam++,37.95,37.95
3,lowest,75,"(14, 14)",0.3,0.2,baseline,gradcam++,40.55,40.55
4,lowest,75,"(14, 14)",0.3,0.2,baseline,gradcam++,34.65,35.5
0,lowest,75,"(14, 14)",0.3,0.2,baseline,scorecam,33.05,33.05
1,lowest,75,"(14, 14)",0.3,0.2,baseline,scorecam,35.75,35.75
2,lowest,75,"(14, 14)",0.3,0.2,baseline,scorecam,37.2,37.2
3,lowest,75,"(14, 14)",0.3,0.2,baseline,scorecam,42.6,42.6
4,lowest,75,"(14, 14)",0.3,0.2,baseline,scorecam,37.55,28.5
0,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,gradcam,34.25,34.25
1,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,gradcam,35.15,35.15
2,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,gradcam,38.7,38.7
3,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,gradcam,40.45,40.45
4,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,gradcam,38.2,39.6
0,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,gradcam++,34.1,34.1
1,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,gradcam++,40.55,40.55
2,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,gradcam++,38.0,38.0
3,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,gradcam++,40.05,40.05
4,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,gradcam++,37.15,36.8
0,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,scorecam,33.15,33.15
1,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,scorecam,38.4,38.4
2,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,scorecam,36.45,36.45
3,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,scorecam,40.6,40.6
4,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,scorecam,40.2,39.6
0,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,gradcam,34.7,34.7
1,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,gradcam,37.0,37.0
2,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,gradcam,37.8,37.8
3,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,gradcam,35.8,35.8
4,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,gradcam,38.85,38.5
0,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,gradcam++,33.6,33.6
1,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,gradcam++,36.95,36.95
2,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,gradcam++,38.7,38.7
3,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,gradcam++,40.9,40.9
4,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,gradcam++,36.95,35.5
0,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,scorecam,32.55,32.55
1,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,scorecam,35.0,35.0
2,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,scorecam,37.9,37.9
3,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,scorecam,39.65,39.65
4,lowest,75,"(14, 14)",0.3,0.2,deeper_conv,scorecam,39.75,41.7
0,lowest,75,"(14, 14)",0.3,0.5,baseline,gradcam,45.45,45.45
1,lowest,75,"(14, 14)",0.3,0.5,baseline,gradcam,52.5,52.5
2,lowest,75,"(14, 14)",0.3,0.5,baseline,gradcam,49.0,49.0
3,lowest,75,"(14, 14)",0.3,0.5,baseline,gradcam,48.3,48.3
4,lowest,75,"(14, 14)",0.3,0.5,baseline,gradcam,49.15,49.1
0,lowest,75,"(14, 14)",0.3,0.5,baseline,gradcam++,48.4,48.4
1,lowest,75,"(14, 14)",0.3,0.5,baseline,gradcam++,49.4,49.4
2,lowest,75,"(14, 14)",0.3,0.5,baseline,gradcam++,48.65,48.65
3,lowest,75,"(14, 14)",0.3,0.5,baseline,gradcam++,49.6,49.6
4,lowest,75,"(14, 14)",0.3,0.5,baseline,gradcam++,50.2,49.3
0,lowest,75,"(14, 14)",0.3,0.5,baseline,scorecam,42.2,42.2
1,lowest,75,"(14, 14)",0.3,0.5,baseline,scorecam,50.4,50.4
2,lowest,75,"(14, 14)",0.3,0.5,baseline,scorecam,50.65,50.65
3,lowest,75,"(14, 14)",0.3,0.5,baseline,scorecam,50.6,50.6
4,lowest,75,"(14, 14)",0.3,0.5,baseline,scorecam,49.05,49.8
0,lowest,75,"(14, 14)",0.3,0.5,baseline,gradcam,45.65,45.65
1,lowest,75,"(14, 14)",0.3,0.5,baseline,gradcam,51.35,51.35
2,lowest,75,"(14, 14)",0.3,0.5,baseline,gradcam,46.65,46.65
3,lowest,75,"(14, 14)",0.3,0.5,baseline,gradcam,47.2,47.2
4,lowest,75,"(14, 14)",0.3,0.5,baseline,gradcam,49.3,47.6
0,lowest,75,"(14, 14)",0.3,0.5,baseline,gradcam++,46.45,46.45
1,lowest,75,"(14, 14)",0.3,0.5,baseline,gradcam++,50.45,50.45
2,lowest,75,"(14, 14)",0.3,0.5,baseline,gradcam++,48.75,48.75
3,lowest,75,"(14, 14)",0.3,0.5,baseline,gradcam++,50.0,50.0
4,lowest,75,"(14, 14)",0.3,0.5,baseline,gradcam++,49.75,49.1
0,lowest,75,"(14, 14)",0.3,0.5,baseline,scorecam,43.6,43.6
1,lowest,75,"(14, 14)",0.3,0.5,baseline,scorecam,51.15,51.15
2,lowest,75,"(14, 14)",0.3,0.5,baseline,scorecam,48.35,48.35
3,lowest,75,"(14, 14)",0.3,0.5,baseline,scorecam,48.7,48.7
4,lowest,75,"(14, 14)",0.3,0.5,baseline,scorecam,48.6,48.4
0,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,gradcam,45.2,45.2
1,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,gradcam,50.65,50.65
2,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,gradcam,48.5,48.5
3,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,gradcam,49.6,49.6
4,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,gradcam,48.45,47.7
0,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,gradcam++,46.5,46.5
1,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,gradcam++,50.4,50.4
2,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,gradcam++,44.95,44.95
3,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,gradcam++,49.05,49.05
4,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,gradcam++,50.3,50.7
0,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,scorecam,42.85,42.85
1,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,scorecam,49.0,49.0
2,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,scorecam,49.8,49.8
3,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,scorecam,49.05,49.05
4,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,scorecam,50.0,51.6
0,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,gradcam,45.75,45.75
1,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,gradcam,50.55,50.55
2,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,gradcam,48.5,48.5
3,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,gradcam,49.35,49.35
4,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,gradcam,48.25,49.2
0,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,gradcam++,46.45,46.45
1,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,gradcam++,48.85,48.85
2,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,gradcam++,49.05,49.05
3,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,gradcam++,49.9,49.9
4,lowest,75,"(14, 14)",0.3,0.5,deeper_conv,gradcam++,50.85,53.3
